Label,prompt
Cakes Athirst Hilarity Volume 4,Beauty and the ______ is my favorite Disney movie!
Cakes Athirst Hilarity Volume 4,Beware of the ides of ______.
Cakes Athirst Hilarity Volume 4,I found out the hard way. You cannot sneak ______ into a penitentiary.
Cakes Athirst Hilarity Volume 4,The best part of waking up is ______ in your cup.
Cakes Athirst Hilarity Volume 4,The human race is ______.
Cakes Athirst Hilarity Volume 4,The Humpty Dance is your chance to ______.
Cakes Athirst Hilarity Volume 4,The local butcher sells delicious meat made from ______.
Cakes Athirst Hilarity Volume 4,Tommy looted a dead corpse and found ______.
Cakes Athirst Hilarity Volume 4,What are all the cool kids doing?
Cakes Athirst Hilarity Volume 4,What came in the mail today?
Cakes Athirst Hilarity Volume 4,What do I scream before I ejaculate?
Cakes Athirst Hilarity Volume 4,What makes the world a better place?
Cakes Athirst Hilarity Volume 4,What's in the back of my white paneled van?
Cakes Athirst Hilarity Volume 4,What's the fastest way to kill a human?
Cakes Athirst Hilarity Volume 4,Why am I so constipated?
Cakes Athirst Hilarity Volume 4,Why are all the children dying?
Cakes Athirst Hilarity Volume 4,You want the whole truth? You can't handle the ______.
