Label,prompt
Cakes Athirst Hilarity Volume 1,A McDonald's employee was recently fired for placing ______ in children's Happy Meals.
Cakes Athirst Hilarity Volume 1,I use drugs to escape ______.
Cakes Athirst Hilarity Volume 1,My anaconda don't want none unless you got ______ Hun.
Cakes Athirst Hilarity Volume 1,My favorite hobby is ______.
Cakes Athirst Hilarity Volume 1,My parents found ______ when browsing my web history.
Cakes Athirst Hilarity Volume 1,The Pulitzer prize for ______ goes to ______.
Cakes Athirst Hilarity Volume 1,The reason the ozone layer is decaying is because of ______.
Cakes Athirst Hilarity Volume 1,They say ______ is the best medicine.
Cakes Athirst Hilarity Volume 1,War World II was the result of what?
Cakes Athirst Hilarity Volume 1,What are my relatives hiding from me?
Cakes Athirst Hilarity Volume 1,What did I bring back from Cancun?
Cakes Athirst Hilarity Volume 1,What do they call American Cheese in Canada?
Cakes Athirst Hilarity Volume 1,What is George W. Bush's favorite past time?
Cakes Athirst Hilarity Volume 1,What is my biggest turn off?
Cakes Athirst Hilarity Volume 1,What is Serena Williams's guilty pleasure?
Cakes Athirst Hilarity Volume 1,What is that noise from?
Cakes Athirst Hilarity Volume 1,What is the perfect aphrodisiac for triggering a threesome?
Cakes Athirst Hilarity Volume 1,What lead to me getting fired form my last job?
Cakes Athirst Hilarity Volume 1,What left this mark on my carpet?
Cakes Athirst Hilarity Volume 1,What was Paul Walker's last meal?
Cakes Athirst Hilarity Volume 1,When committing a deadly sin I always think about?
