Label,prompt
Cakes Athirst Hilarity Volume 3,During my last dominatrix relationship we always used ______ as our safe word.
Cakes Athirst Hilarity Volume 3,Forgive me Father I have ______.
Cakes Athirst Hilarity Volume 3,I like my coffee like I like my women: strong and ______.
Cakes Athirst Hilarity Volume 3,My father never loved me because I was addicted to ______.
Cakes Athirst Hilarity Volume 3,The best selling book this year was ______ written by John Mccain.
Cakes Athirst Hilarity Volume 3,The greatest cosplay ever: ______.
Cakes Athirst Hilarity Volume 3,The new Ford Windstar. Built for stability with plenty of cargo space for ______.
Cakes Athirst Hilarity Volume 3,The Red Cross is currently providing ______ to poverty stricken areas of Africa
Cakes Athirst Hilarity Volume 3,What are high school sex-ed classes using to stop the increasing trend of early pregnancies?
Cakes Athirst Hilarity Volume 3,What did I get my Mom for Mother's day?
Cakes Athirst Hilarity Volume 3,What is happening right now in North Korea?
Cakes Athirst Hilarity Volume 3,What is that clawing noise from the basement?
Cakes Athirst Hilarity Volume 3,What makes Grandpa yell at night?
Cakes Athirst Hilarity Volume 3,What makes the world think Americans are lazy?
Cakes Athirst Hilarity Volume 3,Women are insecure about themselves because men only think about ______.
Cakes Athirst Hilarity Volume 3,Your account has been banned. Motive: ______.
Cakes Athirst Hilarity Volume 3,Your Dad is so stupid he ______.
