Label,prompt
Words Against Morality: Volume 3,Authorities were baffled when they found out the killer was actually ______ all along.
Words Against Morality: Volume 3,Call of Duty: Modern ______.
Words Against Morality: Volume 3,Controversy erupted when the Pope gave his blessing to ______.
Words Against Morality: Volume 3,Disney's experimental amusement park centered around the theme of ______ was a colossal failure.
Words Against Morality: Volume 3,Experts agree: The global financial crisis was caused by ______.
Words Against Morality: Volume 3,I can't believe they actually made “______ For Dummies.”
Words Against Morality: Volume 3,I have a restraining order that prevents me from coming within 500 feet of ______.
Words Against Morality: Volume 3,I made it halfway through ______ before falling asleep
Words Against Morality: Volume 3,Jesus's guilty pleasure was ______.
Words Against Morality: Volume 3,Kids these days have no respect for ______.
Words Against Morality: Volume 3,Mike Tyson + ______ = Instant YouTube hit.
Words Against Morality: Volume 3,My New Year's resolution is to stop ______.
Words Against Morality: Volume 3,Never gonna give ______ up.
Words Against Morality: Volume 3,Oprah Winfrey surprised her audience by giving everyone ______.
Words Against Morality: Volume 3,Rumor has it that the Oval Office has a bit red button labeled “______.”
Words Against Morality: Volume 3,Superman's other lesser-known weakness is ______.
Words Against Morality: Volume 3,What's one new thing everyone should try before taking a shower?
Words Against Morality: Volume 3,You'll understand ______ when you're older.
