Label,prompt
Not Parent Approved Expansion Pack #2,A recent study shows students get straight A's after being exposed to ______.
Not Parent Approved Expansion Pack #2,Bruno Mars should write a song about ______.
Not Parent Approved Expansion Pack #2,Daydreaming about ______ is the only way to survive a boring class.
Not Parent Approved Expansion Pack #2,Grandma would never admit she likes ______.
Not Parent Approved Expansion Pack #2,I am so proud of my drawing of ______.
Not Parent Approved Expansion Pack #2,I wish my parents would let me watch that TV show about ______.
Not Parent Approved Expansion Pack #2,Imagine what the world would be without ______.
Not Parent Approved Expansion Pack #2,Just watch. ______ is how I will make history.
Not Parent Approved Expansion Pack #2,My best friend stopped talking to me over ______.
Not Parent Approved Expansion Pack #2,The unforgettable memory of ______.
Not Parent Approved Expansion Pack #2,They should make a movie musical about _______.
Not Parent Approved Expansion Pack #2,Today's episode of National Geographic will feature ______.
Not Parent Approved Expansion Pack #2,What does Justin Timberlake need?
Not Parent Approved Expansion Pack #2,What happens when you eat too much sugar?
Not Parent Approved Expansion Pack #2,What's a surefire way to get detention?
